PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14
-1.5429419316321884,2.131654749257049,0.3501578757989395,0.4557891058043629,2.4841691848364067,1.2096501307500869,-1.107263384332538,1.1566352061124185,0.1933413277570158,-0.1867107647513445,-0.10094118365709645,-1.039681726863603,-0.2163081739098079,0.6422920556641014
0.19373034709884238,1.199375013529401,-0.1000118593827575,0.21578251205324978,0.4362289458047252,0.7730769832720911,-0.096356583037533,-0.5326685619537944,0.76251283389144,0.9926756644852914,-0.4247398785209241,0.3138926801736208,-0.42922331469700725,-0.2209151669919069
-0.5023322087791072,0.757239291062603,2.543625459063277,0.25488104730055483,-0.6836950401931912,0.48295017575287114,0.12556481671230849,0.5362211234952515,0.34488065910612475,0.4579650642526936,0.27207773562098625,1.1130679009441578,-0.30421404622002574,-0.4286357082018778
-2.1224423713737326,1.2523366674238623,0.37033728589236087,0.9465478372455248,-1.1196515712494435,-1.189429813996135,-0.2403910854584659,-0.9047258797308602,0.6138100557592319,-0.14246971772186287,0.5613500578894599,-0.9079986632450221,-0.090961255348665,0.05782762160935055
-1.6425641290933983,0.8561873057370877,0.6271894438365985,1.0810574027279238,-1.038603737338927,-0.9860657051762203,-0.1248342334962683,-1.3272214926547656,0.7459362968135497,0.06859702120888803,0.6021455794983606,-0.8828836248880819,0.0788394695879567,-0.1448448899307043
-1.5939312285530833,-0.3865218629071198,-1.6471084471181123,-0.17207392970288818,-0.49940218203169784,1.4985038695793833,0.2204764766550577,0.933056035586978,0.10765609711591825,1.5090659179840151,-0.30252550065301487,0.535456262248955,-0.4141412759881122,-0.0963980419804514
-1.000226765649194,-1.8899808142893628,1.2911488853792141,-0.15887931052579865,-2.0092527641255327,0.8643502384550829,1.5074327093432398,1.539412521242714,-1.5924644603830664,-1.5626013873616336,-0.9399831365163357,-0.41757750835214485,0.20589726658730803,-0.2053854122578956
0.12777089300525288,1.0627690731502835,-0.39551260019132045,0.012877881936653393,-0.19342370893061384,0.4420163336469205,0.3617334223793278,-0.3083525881571596,0.26983861536206416,-0.34013353139766245,-1.3797086062355564,-0.23467834685705305,-0.24375146530566874,-0.604249739891829
-3.3358873064154517,-0.7220874677874951,2.1330754157486327,1.8648323085774798,0.16714369473351612,-1.220776383195508,-0.36348939293004573,-1.3056150213408573,0.39903333356024684,-2.5559426672825687,0.8842513798563283,0.7569820600666355,-0.6904621507271784,-1.4312832876732335
0.11229471850988457,2.1841053979229765,-1.1669556642371817,-1.2876518419333636,0.005411262741600894,-0.10371606150092456,0.20096955762267674,0.6666173066501633,-0.8570464444367625,-0.7827765039262358,-0.0832012859666869,0.44137219327043353,0.09727904108868136,0.2986584971239546
-1.101681697275245,-1.0694524347184247,0.7557215619369704,-0.28465286498491954,-1.3780335543740216,1.0279859140655259,0.8211601108426295,1.4904705443547166,-0.7677263864773854,-0.022641006989015205,2.1609426655518122,1.4135159568759073,0.5042932469664129,0.237799313453865
-0.04427965374948656,-0.8449842429984382,-1.900729306169935,-0.9738399817165575,-0.4884098189655037,1.0385172239052949,0.7839630669386124,0.7514180485589268,-0.9397177342596198,-0.16615449436976565,0.4137087417937819,0.08063647516080408,0.6213715900050586,0.09762325722885866
-1.732926316476563,-1.7924818802170688,0.7986225228706098,0.12006325408635302,0.15123974954302122,0.6721938001828418,-0.29008514080696735,-0.6134858559381826,-0.12966474346993362,1.8535471322056158,0.7970128594824943,-1.2060678785144232,1.13497100414161,0.7228916825274639
2.144490012534479,-0.0023880901764344376,-0.005394088836686765,0.5741600403770695,-0.4123605694735833,0.2629191711458921,0.6882179639690765,-1.1653550452295323,0.49402144738474574,-0.03179732096164093,-0.7723672088649238,-0.44899018618379505,-0.8812153323968497,-0.2873473582731653
2.5850767916170283,0.0459887117935383,0.11051390262762653,0.38430114285450256,0.08387770057901203,-0.05673030460265228,0.07147263742537711,-0.18217838246985593,0.34781795464011506,0.23887027162877753,-0.6471504368569294,-0.8104851812181094,-1.4948302457970746,-0.033179976902783126
-1.712043758074364,-0.322475456547568,-1.6007481634885146,0.3437378546946306,-0.3423856337049916,1.5509664161760826,0.3588011365852722,0.870844738397655,-0.15447678608542303,0.9552600257092153,0.023685362447449763,0.1586058972885953,-0.5437304301238282,0.17515005346118193
-0.2927368988084001,1.131456693888106,3.446991452272312,0.999683014504062,2.36040821699183,0.2555890859580253,-2.0018691677041764,3.4824868521542918,-0.12741809311238073,-0.18336013931223336,1.5809711901791594,-1.7751279020726227,-1.7587497051942254,0.10804761192888937
-2.618865192364306,-1.976915101243268,-1.4562896685890854,-0.6693796899839065,0.6945628740186718,-0.5568789596800658,-0.3048030340913056,-0.5720311844064385,-1.5468788890088123,-0.26342703129571643,-0.9743303001424186,0.31793137661289383,-0.7824887325401996,-0.145836418520121
1.5434860924929794,-1.9314719459158445,-1.5869358442198935,-0.918246114643979,-0.7253981425311744,0.9244778769648558,0.8988483820617121,0.14446648350809072,-0.3274425192813731,0.3088096427689075,0.47353874746724445,0.22982576677825678,0.4998224264000435,0.15215375890275484
2.7217694859769077,0.27455546979556106,0.052201898441259734,-1.6116238144395472,0.7292892522199703,0.32732534368584426,0.04627536682381795,-0.4729399984952472,0.06788770574547964,0.5477582272496349,-0.14251314836835574,0.4787351027159783,0.6914657555380028,0.32870586797522305
-0.5003951145063619,1.552920242436576,-0.21733643307000197,0.4008229209389458,0.7817958753852569,0.6918097943315289,-0.47007426205791,0.4054719122941143,0.7766617032864168,0.35683040198588195,-0.3255210337353314,-0.018100394651793878,-0.6949518037107231,0.08618674469988725
-0.703441427421328,1.138630832724719,1.2128386559636417,0.402785819519532,3.105991460451581,1.9357911098161975,-0.8355186801281149,-0.11991637062156316,0.5310519049420642,0.14021497531926322,-0.230068483226374,-0.9727147525025583,0.9031420584993535,0.8981533126067555
1.0669153494253427,-1.297030544935761,1.1591906796169271,1.571014881239237,-1.4575534207846819,-1.4197353242909196,0.4714031967981949,-2.151559453143348,1.1858447457537873,-1.2150768251124746,0.22364612264908865,-1.9727169704961975,0.014716886503463054,0.1703496447016685
-3.3881161621488025,0.15994985627070094,-1.8549316235644908,1.0750126222915488,-0.19067180311523346,1.8276312119213378,0.569703019010255,0.9393366438476906,-0.1766768234049721,-0.6470231423218464,0.12530445182362468,-0.3239688476684736,-0.017463743445329003,0.35539200810531435
2.5656169671873466,-2.2061423942568785,-1.3821617838556783,-0.873354260833746,-0.8311888811168668,0.8322548619494792,1.162194663127282,-0.4373748544405251,-0.6556769959461185,0.7616449799536616,0.7687318478874724,0.23944088572405564,0.17276030765145126,0.4858791816622874
6.058810433895994,-0.5128448391559173,-0.26784141649574567,3.0461237610378746,1.6086253224095504,-1.8499921988360786,-3.0260158098843797,2.365730076502947,-1.107146222343709,1.0342102499802943,0.7114881972599598,-1.0817273431851544,-0.26101661085876293,-0.9854702722504206
-0.9764825028168348,1.152111765470693,2.9829068141359034,0.6049641151503269,0.7261750084161043,0.6847605318971354,-0.5819538419888222,1.645612300749834,-0.07404776192368909,-0.09491717974965808,0.7649538820551582,0.057626111142195686,-0.5889846580945945,0.12685742567634037
0.08031235317143168,-2.434209404415458,1.4577302585832705,0.00517143303460251,-2.085441513777857,0.8651973218789079,1.1477801834821053,1.1495578512460474,-0.43946184013127343,0.12253123084658693,-0.07344522465631612,0.5694390140706527,-0.3587815483913767,0.0196404320346497
-2.1144980251661862,2.0483292184517046,-0.5570782576876404,1.1456085334535666,0.4488486931546812,1.0172042415290665,0.30285929377604154,-0.18992014018006387,0.5344366266544599,-1.3606484398007075,-0.21369689589546473,-0.03560387424335278,-0.09203766149313874,0.8798963391608674
-2.3448204603320257,1.6581345255289752,0.40508642013029045,0.19846608781263497,-0.9345863250475167,-1.13853570185168,-0.474646985104402,-0.5470396767259037,0.3276526860730603,0.5472101789226704,0.2430781952636357,-0.49754256188902424,-0.00305568008878635,0.16852250522814072
-0.7406201586038643,0.6957911325307043,0.7473014161362176,-0.14939814108865615,-1.150916535942769,-1.43793187322025,-0.09882231684053275,-0.7112301169367553,-0.1464730894305598,-0.014546026887296675,-0.5231421572244469,-1.0968904855345845,0.008876570452597175,0.28248275825633773
-0.09314445789411424,0.2002534992613256,0.6533989186616195,0.5533015831679704,-1.628797282159358,-1.7394139211959188,0.3226131025504017,-1.0164003447396606,0.07086558596992147,-0.8998352034153153,-0.05633238206373478,-1.2104604384607704,-0.5487848759754514,1.3665078798926051
